;(4)   Crommelynck, D., S. Dewitte and A. Chevalier, Total Solar Irradiance 
19980308 1365.53601 1366.06335 1365.00867 1366.55225 1365.46631
19980309 1365.56116 1366.09766 1365.02478 1366.58691 1365.48254
19980310 1365.62488 1366.16418 1365.08557 1366.65393 1365.54333
19980311 1365.72009 1366.24255 1365.19934 1366.73279 1365.65698
19980312 1365.69678 1366.21887 1365.17468 1366.70984 1365.63208
19980313 1365.67151 1366.19751 1365.14551 1366.68921 1365.60266
19980314 1365.41748 1365.94495 1364.89001 1366.43738 1365.34692
19980315 1365.02368 1365.53613 1364.51135 1366.02917 1364.96802
19980316 1364.94360 1365.46631 1364.42651 1365.96008 1364.88293
19980317 1365.08875 1365.61768 1364.55981 1366.11194 1365.01611
19980318 1365.33167 1365.86267 1364.80078 1366.35730 1365.25708
19980319 1365.58411 1366.10706 1365.06116 1366.60217 1365.51770
19980320 1365.79114 1366.31006 1365.27234 1366.80542 1365.72888
19980321 1365.93140 1366.46179 1365.38940 1366.95752 1365.84607
19980322 1365.84961 1366.37952 1365.32373 1366.87573 1365.78052
19980323 1365.67737 1366.19946 1365.14868 1366.69617 1365.60547
19980324 1365.48779 1366.01270 1364.96301 1366.50977 1365.41968
19980325  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980326  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980327 1365.18811 1365.78967 1364.40747 1366.28821 1364.86389
19980328 1365.39197 1365.88232 1364.90979 1366.38147 1365.36633
19980329 1365.42664 1365.92627 1364.94617 1366.42578 1365.40271
19980330 1365.43079 1365.93530 1364.92615 1366.43542 1365.38269
19980331 1365.38965 1365.90381 1364.87769 1366.40454 1365.33386
19980401 1365.38379 1365.91333 1364.85535 1366.41467 1365.31128
19980402 1365.43384 1365.94812 1364.91943 1366.45007 1365.37549
19980403 1365.42188 1365.94189 1364.90186 1366.44421 1365.35779
19980404 1365.41968 1365.92773 1364.91150 1366.43054 1365.36743
19980405 1365.35632 1365.88232 1364.83044 1366.38586 1365.28613
19980406 1365.46179 1366.00110 1364.92261 1366.50537 1365.37793
19980407 1365.61768 1366.13489 1365.10034 1366.64001 1365.55542
19980408 1365.65698 1366.16199 1365.15198 1366.66772 1365.60681
19980409 1365.66980 1366.17297 1365.16675 1366.67932 1365.62134
19980410 1365.60596 1366.14648 1365.06836 1366.65332 1365.52283
19980411 1365.69824 1366.22485 1365.16956 1366.73230 1365.62390
19980412 1365.80420 1366.33374 1365.27234 1366.84180 1365.72656
19980413 1365.89209 1366.43311 1365.35095 1366.94165 1365.80518
19980414 1366.00159 1366.53650 1365.46667 1367.04529 1365.92102
19980415 1366.07825 1366.60303 1365.55347 1367.11194 1366.00806
19980416 1366.19080 1366.72400 1365.65894 1367.23303 1366.11389
19980417 1366.20825 1366.73181 1365.68481 1367.24109 1366.14001
19980418 1366.05188 1366.58655 1365.51721 1367.09595 1365.97278
19980419 1365.97949 1366.48792 1365.46460 1366.99756 1365.92041
19980420 1365.82776 1366.36011 1365.29419 1366.87000 1365.75024
19980421 1365.75818 1366.30664 1365.21033 1366.81677 1365.66663
19980422 1365.79626 1366.33167 1365.26086 1366.84216 1365.71716
19980423 1365.78015 1366.30115 1365.26099 1366.81226 1365.71716
19980424 1365.70203 1366.25452 1365.13867 1366.76624 1365.59460
19980425 1365.74512 1366.26538 1365.22644 1366.77783 1365.68201
19980426 1365.71313 1366.24670 1365.18225 1366.75964 1365.63770
19980427 1365.65955 1366.17590 1365.13245 1366.68945 1365.58789
19980428 1365.57422 1366.07654 1365.07166 1366.59045 1365.52710
19980429 1365.46509 1365.99866 1364.93140 1366.51331 1365.38660
19980430 1365.39465 1365.92004 1364.86072 1366.43530 1365.31567
19980501 1365.18970 1365.71716 1364.66016 1366.23303 1365.11499
19980502 1364.99390 1365.52222 1364.46545 1366.03894 1364.92004
19980503 1364.95837 1365.49890 1364.41785 1366.01624 1364.87207
19980504 1364.99976 1365.54309 1364.45642 1366.06091 1364.91064
19980505 1365.11914 1365.65491 1364.58325 1366.17285 1365.03796
19980506 1365.40344 1365.93652 1364.87048 1366.45410 1365.32581
19980507 1365.64148 1366.18042 1365.10266 1366.69788 1365.55847
19980508 1365.75842 1366.29236 1365.22449 1366.81030 1365.68042
19980509 1365.80786 1366.34741 1365.27026 1366.86609 1365.72595
19980510 1365.79553 1366.33655 1365.25024 1366.85583 1365.70569
19980511 1365.77405 1366.31189 1365.24744 1366.83167 1365.70276
19980512 1365.78210 1366.31445 1365.24976 1366.83484 1365.70483
19980513 1365.80896 1366.34619 1365.27173 1366.86731 1365.72668
19980514 1365.79321 1366.33093 1365.25537 1366.85266 1365.71021
19980515 1365.75378 1366.28186 1365.22583 1366.80408 1365.68042
19980516 1365.64758 1366.20837 1365.10388 1366.73120 1365.55835
19980517 1365.67334 1366.23608 1365.11072 1366.75952 1365.56506
19980518 1365.76013 1366.31201 1365.22412 1366.83594 1365.67834
19980519 1365.79248 1366.32068 1365.26416 1366.84509 1365.71838
19980520 1365.84351 1366.39612 1365.27527 1366.92114 1365.72949
19980521 1365.90979 1366.43787 1365.39539 1366.96350 1365.84949
19980522 1365.86560 1366.41431 1365.31677 1366.94055 1365.77087
19980523 1365.76636 1366.25867 1365.25635 1366.78528 1365.71033
19980524 1365.42346 1365.94421 1364.90271 1366.47119 1365.35669
19980525 1365.38770 1365.90674 1364.86865 1366.43408 1365.32239
19980526 1365.48059 1366.04443 1364.91687 1366.57227 1365.37061
19980527 1365.63904 1366.16504 1365.11292 1366.69348 1365.56665
19980528 1365.64368 1366.13098 1365.15625 1366.66003 1365.60986
19980529 1365.56616 1366.03687 1365.09546 1366.56628 1365.54883
19980530 1365.56018 1366.04492 1365.10364 1366.57495 1365.55688
19980531 1365.53992 1366.07410 1365.00769 1366.60474 1365.46069
19980601 1365.52783 1366.06946 1364.98633 1366.60034 1365.43933
19980602 1365.49634 1366.03625 1364.95642 1366.56763 1365.40967
19980603 1365.60229 1366.13037 1365.07434 1366.66211 1365.52771
19980604 1365.63806 1366.17944 1365.09656 1366.71155 1365.55005
19980605 1365.66980 1366.17334 1365.16138 1366.70593 1365.61487
19980606 1365.54175 1366.08899 1364.99451 1366.62207 1365.44788
19980607 1365.56799 1366.08496 1365.04822 1366.61865 1365.50146
19980608 1365.63599 1366.16846 1365.10339 1366.70276 1365.55640
19980609 1365.67554 1366.21594 1365.13342 1366.75085 1365.58630
19980610 1365.68945 1366.23743 1365.13916 1366.77283 1365.59192
19980611 1365.83704 1366.37659 1365.30200 1366.91248 1365.75464
19980612 1365.91370 1366.45691 1365.37048 1366.99316 1365.82324
19980613 1365.94934 1366.50757 1365.39111 1367.04431 1365.84387
19980614 1365.96948 1366.49683 1365.44214 1367.03394 1365.89502
19980615 1365.85645 1366.38721 1365.32568 1366.92468 1365.77856
19980616 1365.74426 1366.26672 1365.22168 1366.80469 1365.67456
19980617 1365.66064 1366.18250 1365.13879 1366.72095 1365.59155
19980618 1365.61914 1366.16638 1365.08508 1366.70520 1365.53784
19980619 1365.58826 1366.10840 1365.07153 1366.64758 1365.52441
19980620 1365.51074 1366.04504 1364.96350 1366.58459 1365.41650
19980621 1365.48572 1366.02039 1364.95862 1366.56042 1365.41162
19980622 1365.55505 1366.08752 1365.02258 1366.62793 1365.47546
19980623 1365.66357 1366.19312 1365.13586 1366.73413 1365.58862
19980624 1365.67065 1366.19116 1365.15283  -99.00000  -99.00000
19980625  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980626  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980627  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980628  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980629  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980630  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980701  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980702  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980703  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980704  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980705  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980706  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980707  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980708  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980709  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980710  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980711  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980712  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980713  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980714  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980715  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980716  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980717  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980718  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980719  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980720  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980721  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980722  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980723  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980724  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980725  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980726  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980727  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980728  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980729  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980730  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980731  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980801  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980802  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980803  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980804  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980805  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980806  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980807  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980808  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980809  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980810  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980811  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980812  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980813  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980814  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980815  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980816  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980817  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980818  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980819  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980820  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980821  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980822  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980823  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980824  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980825  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
