 52  ;total number of comment lines until data start
;TOTAL SOLAR IRRADIANCE (TSI) DATA FROM VIRGO/SOHO
19990328 022920 1366.19950 1366.66649 1365.73251 1366.76220 1366.01318
19990328 032920 1366.15728 1366.63835 1365.67621 1366.73410 1365.95687
19990328 042920 1366.20807 1366.69735 1365.71879 1366.79315 1365.99944
19990328 052920 1366.19739 1366.67191 1365.72286 1366.76775 1366.00350
19990328 062920 1366.17911 1366.65813 1365.70009 1366.75401 1365.98072
19990328 072920 1366.17439 1366.66324 1365.68554 1366.75916 1365.96616
19990328 082920 1366.18335 1366.65229 1365.71442 1366.74826 1365.99503
19990328 092920 1366.15619 1366.61110 1365.70128 1366.70711 1365.98188
19990328 102920 1366.17791 1366.63448 1365.72135 1366.73053 1366.00194
19990328 112920 1366.19016 1366.66198 1365.71834 1366.75808 1365.99893
19990328 122920 1366.21750 1366.69739 1365.73761 1366.79353 1366.01818
19990328 132920 1366.18949 1366.66163 1365.71736 1366.75781 1365.99792
19990328 142920 1366.21612 1366.67810 1365.75414 1366.77432 1366.03469
19990328 152920 1366.20171 1366.66386 1365.73956 1366.76012 1366.02011
19990328 162920 1366.21790 1366.67021 1365.76558 1366.76652 1366.04611
19990328 172920 1366.25678 1366.70490 1365.80867 1366.80125 1366.08920
19990328 182920 1366.21121 1366.65050 1365.77192 1366.74689 1366.05243
19990328 192920 1366.22685 1366.66853 1365.78516 1366.76497 1366.06567
19990328 202920 1366.22785 1366.67841 1365.77730 1366.77489 1366.05780
19990328 212920 1366.20732 1366.67702 1365.73763 1366.77354 1366.01812
19990328 222920 1366.24105 1366.71784 1365.76426 1366.81440 1366.04475
19990328 232920 1366.22150 1366.69119 1365.75182 1366.78779 1366.03229
19990329 002920 1366.19214 1366.66744 1365.71683 1366.76409 1365.99730
19990329 012920 1366.19630 1366.65770 1365.73490 1366.75438 1366.01535
19990329 022920 1366.15243 1366.64136 1365.66351 1366.73809 1365.94395
19990329 032920 1366.15909 1366.65313 1365.66505 1366.74990 1365.94549
19990329 042920 1366.16846 1366.66102 1365.67591 1366.75783 1365.95633
19990329 052920 1366.16492 1366.67845 1365.65138 1366.77530 1365.93180
19990329 062920 1366.17101 1366.68030 1365.66172 1366.77720 1365.94212
19990329 072920 1366.16925 1366.65892 1365.67959 1366.75586 1365.95999
19990329 082920 1366.18826 1366.67988 1365.69664 1366.77686 1365.97703
19990329 092920 1366.16785 1366.65483 1365.68087 1366.75185 1365.96124
19990329 102920 1366.17763 1366.65765 1365.69761 1366.75472 1365.97798
19990329 112920 1366.14353 1366.63651 1365.65056 1366.73362 1365.93091
19990329 122920 1366.14668 1366.65283 1365.64053 1366.74998 1365.92088
19990329 132920 1366.15409 1366.64828 1365.65990 1366.74547 1365.94024
19990329 142920 1366.13697 1366.62974 1365.64420 1366.72697 1365.92453
19990329 152920 1366.15866 1366.63189 1365.68542 1366.72917 1365.96574
19990329 162920 1366.13536 1366.59920 1365.67152 1366.69652 1365.95184
19990329 172920 1366.18446 1366.64901 1365.71990 1366.74637 1366.00021
19990329 182920 1366.20423 1366.65842 1365.75003 1366.75582 1366.03033
19990329 192920 1366.13946 1366.57975 1365.69918 1366.67719 1365.97946
19990329 202920 1366.17981 1366.62424 1365.73537 1366.72173 1366.01564
19990329 212920 1366.18426 1366.61227 1365.75625 1366.70979 1366.03652
19990329 222920 1366.17876 1366.62361 1365.73391 1366.72118 1366.01417
19990329 232920 1366.17901 1366.62866 1365.72935 1366.72627 1366.00959
19990330 002920 1366.19249 1366.63214 1365.75283 1366.72979 1366.03307
19990330 012920 1366.21962 1366.63475 1365.80449 1366.73245 1366.08471
19990330 022920 1366.22923 1366.63946 1365.81901 1366.73719 1366.09923
19990330 032920 1366.17825 1366.62008 1365.73642 1366.71785 1366.01664
19990330 042920 1366.19844 1366.63704 1365.75984 1366.73485 1366.04005
19990330 052920 1366.20971 1366.64014 1365.77927 1366.73799 1366.05947
19990330 062920 1366.18686 1366.61837 1365.75535 1366.71626 1366.03555
19990330 072920 1366.17159 1366.58908 1365.75411 1366.68701 1366.03430
19990330 082920 1366.19750 1366.61453 1365.78046 1366.71250 1366.06065
19990330 092920 1366.23008 1366.64111 1365.81905 1366.73911 1366.09923
19990330 102920 1366.16510 1366.56833 1365.76187 1366.66638 1366.04204
19990330 112920 1366.20798 1366.61193 1365.80403 1366.71002 1366.08420
19990330 122920 1366.20908 1366.61323 1365.80493 1366.71136 1366.08509
19990330 132920 1366.23649 1366.62981 1365.84316 1366.72797 1366.12332
19990330 142920 1366.18508 1366.56933 1365.80083 1366.66753 1366.08098
19990330 152920 1366.20255 1366.59655 1365.80855 1366.69479 1366.08869
19990330 162920 1366.20947 1366.60859 1365.81035 1366.70686 1366.09049
19990330 172920 1366.21194 1366.63586 1365.78802 1366.73418 1366.06816
19990330 182920 1366.20063 1366.61693 1365.78433 1366.71529 1366.06446
19990330 192920 1366.19418 1366.61698 1365.77137 1366.71538 1366.05149
19990330 202920 1366.18508 1366.63701 1365.73314 1366.73544 1366.01326
19990330 212920 1366.17060 1366.61107 1365.73014 1366.70954 1366.01025
19990330 222920 1366.16394 1366.60268 1365.72520 1366.70119 1366.00531
19990330 232920 1366.20906 1366.65415 1365.76397 1366.75270 1366.04407
19990331 002920 1366.17176 1366.60839 1365.73512 1366.70697 1366.01522
19990331 012920 1366.14194 1366.56392 1365.71996 1366.66254 1366.00006
19990331 022920 1366.18435 1366.60142 1365.76729 1366.70008 1366.04738
19990331 032920 1366.16880 1366.61673 1365.72087 1366.71543 1366.00095
19990331 042920 1366.18182 1366.62415 1365.73948 1366.72289 1366.01956
19990331 052920 1366.16339 1366.61707 1365.70971 1366.71585 1365.98979
19990331 062920 1366.18817 1366.63188 1365.74446 1366.73070 1366.02453
19990331 072920 1366.19881 1366.63995 1365.75767 1366.73880 1366.03774
19990331 082920 1366.18627 1366.62292 1365.74961 1366.72181 1366.02967
19990331 092920 1366.21051 1366.63467 1365.78635 1366.73359 1366.06640
19990331 102920 1366.19383 1366.60550 1365.78216 1366.70446 1366.06221
19990331 112920 1366.19478 1366.59142 1365.79815 1366.69042 1366.07820
19990331 122920 1366.25288 1366.64829 1365.85747 1366.74733 1366.13751
19990331 132920 1366.24469 1366.63859 1365.85079 1366.73766 1366.13083
19990331 142920 1366.22738 1366.61384 1365.84093 1366.71295 1366.12097
19990331 152920 1366.24097 1366.63122 1365.85072 1366.73037 1366.13075
19990331 162920 1366.24148 1366.62564 1365.85732 1366.72483 1366.13735
19990331 172920 1366.22430 1366.64165 1365.80695 1366.74087 1366.08698
19990331 182920 1366.19864 1366.62926 1365.76802 1366.72852 1366.04805
19990331 192920 1366.23199 1366.65520 1365.80879 1366.75449 1366.08881
19990331 202920 1366.19811 1366.60915 1365.78707 1366.70848 1366.06709
19990331 212920 1366.17875 1366.61305 1365.74444 1366.71242 1366.02446
19990331 222920 1366.20437 1366.65097 1365.75778 1366.75037 1366.03779
19990331 232920 1366.15103 1366.60447 1365.69760 1366.70391 1365.97761
19990401 002920 1366.16566 1366.61200 1365.71932 1366.71148 1365.99933
19990401 012920 1366.14952 1366.59724 1365.70179 1366.69675 1365.98179
19990401 022920 1366.15949 1366.62295 1365.69604 1366.72250 1365.97604
19990401 032920 1366.15726 1366.61577 1365.69875 1366.71535 1365.97875
19990401 042920 1366.14134 1366.60372 1365.67895 1366.70334 1365.95894
19990401 052920 1366.13735 1366.59159 1365.68310 1366.69125 1365.96309
19990401 062920 1366.16242 1366.61598 1365.70887 1366.71567 1365.98886
19990401 072920 1366.15204 1366.60083 1365.70325 1366.70056 1365.98324
19990401 082920 1366.15444 1366.59631 1365.71257 1366.69607 1365.99256
19990401 092920 1366.17559 1366.61731 1365.73386 1366.71711 1366.01384
19990401 102920 1366.20294 1366.62682 1365.77906 1366.72665 1366.05904
19990401 112920 1366.16573 1366.59139 1365.74007 1366.69126 1366.02005
19990401 122920 1366.20237 1366.64435 1365.76039 1366.74426 1366.04037
19990401 132920 1366.11815 1366.56328 1365.67302 1366.66322 1365.95299
19990401 142920 1366.16647 1366.60864 1365.72430 1366.70862 1366.00428
19990401 152920 1366.19036 1366.62801 1365.75270 1366.72802 1366.03268
19990401 162920 1366.16869 1366.61607 1365.72131 1366.71611 1366.00128
19990401 172920 1366.13265 1366.57126 1365.69404 1366.67134 1365.97401
19990401 182920 1366.13796 1366.57483 1365.70109 1366.67495 1365.98106
19990401 192920 1366.15190 1366.59698 1365.70681 1366.69713 1365.98678
19990401 202920 1366.15173 1366.58790 1365.71557 1366.68808 1365.99554
19990401 212920 1366.18002 1366.62215 1365.73789 1366.72237 1366.01786
19990401 222920 1366.16989 1366.61382 1365.72595 1366.71408 1366.00591
19990401 232920 1366.12736 1366.56617 1365.68854 1366.66646 1365.96851
19990402 002920 1366.14908 1366.59424 1365.70392 1366.69457 1365.98387
19990402 012920 1366.13878 1366.58692 1365.69065 1366.68729 1365.97059
19990402 022920 1366.18194 1366.63334 1365.73053 1366.73376 1366.01047
19990402 032920 1366.13353 1366.58993 1365.67712 1366.69039 1365.95705
19990402 042920 1366.11624 1366.58130 1365.65119 1366.68180 1365.93111
19990402 052920 1366.13234 1366.60816 1365.65652 1366.70870 1365.93643
19990402 062920 1366.12083 1366.58871 1365.65295 1366.68929 1365.93285
19990402 072920 1366.15555 1366.62152 1365.68957 1366.72215 1365.96946
19990402 082920 1366.12473 1366.57818 1365.67127 1366.67886 1365.95115
19990402 092920 1366.15512 1366.61509 1365.69515 1366.71580 1365.97502
19990402 102920 1366.16224 1366.61906 1365.70542 1366.71982 1365.98528
19990402 112920 1366.17746 1366.62806 1365.72686 1366.72887 1366.00671
19990402 122920 1366.17712 1366.62892 1365.72532 1366.72977 1366.00516
19990402 132920 1366.15554 1366.60109 1365.70998 1366.70199 1365.98981
19990402 142920 1366.17043 1366.61358 1365.72728 1366.71451 1366.00709
19990402 152920 1366.16853 1366.60133 1365.73572 1366.70231 1366.01553
19990402 162920 1366.19881 1366.61625 1365.78136 1366.71728 1366.06115
19990402 172920 1366.14478 1366.56497 1365.72460 1366.66604 1366.00438
19990402 182920 1366.13681 1366.55726 1365.71636 1366.65837 1365.99614
19990402 192920 1366.19056 1366.60767 1365.77345 1366.70883 1366.05321
19990402 202920 1366.17787 1366.59103 1365.76471 1366.69223 1366.04446
19990402 212920 1366.18635 1366.60625 1365.76646 1366.70750 1366.04619
19990402 222920 1366.16147 1366.57654 1365.74640 1366.67784 1366.02613
19990402 232920 1366.16068 1366.57836 1365.74300 1366.67970 1366.02271
19990403 002920 1366.16427 1366.58612 1365.74242 1366.68750 1366.02212
19990403 012920 1366.15085 1366.59217 1365.70954 1366.69360 1365.98922
19990403 022920 1366.11324 1366.53892 1365.68756 1366.64040 1365.96723
19990403 032920 1366.08410 1366.50483 1365.66336 1366.60636 1365.94302
19990403 042920 1366.14359 1366.57812 1365.70907 1366.67969 1365.98871
19990403 052920 1366.13519 1366.57324 1365.69713 1366.67486 1365.97676
19990403 062920 1366.14663 1366.57883 1365.71443 1366.68050 1365.99406
19990403 072920 1366.15091 1366.58863 1365.71319 1366.69034 1365.99280
19990403 082920 1366.16688 1366.59150 1365.74226 1366.69325 1366.02186
19990403 092920 1366.18913 1366.61700 1365.76126 1366.71881 1366.04084
19990403 102920 1366.17908 1366.60445 1365.75370 1366.70630 1366.03327
19990403 112920 1366.18782 1366.61166 1365.76397 1366.71356 1366.04353
19990403 122920 1366.13268 1366.56022 1365.70514 1366.66217 1365.98468
19990403 132920 1366.15439 1366.58308 1365.72570 1366.68508 1366.00523
19990403 142920 1366.12507 1366.54968 1365.70047 1366.65172 1365.97998
19990403 152920 1366.17521 1366.59689 1365.75353 1366.69898 1366.03303
19990403 162920 1366.13052 1366.54983 1365.71121 1366.65197 1365.99069
19990403 172920 1366.17042 1366.57188 1365.76897 1366.67406 1366.04843
19990403 182920 1366.14470 1366.55809 1365.73131 1366.66033 1366.01076
19990403 192920 1366.15462 1366.57249 1365.73675 1366.67478 1366.01619
19990403 202920 1366.16307 1366.57840 1365.74774 1366.68073 1366.02716
19990403 212920 1366.11064 1366.53431 1365.68697 1366.63669 1365.96637
19990403 222920 1366.16270 1366.56912 1365.75628 1366.67155 1366.03567
19990403 232920 1366.16246 1366.56428 1365.76064 1366.66676 1366.04001
19990404 002920 1366.13574 1366.54471 1365.72678 1366.64723 1366.00613
19990404 012920 1366.11175 1366.51983 1365.70367 1366.62240 1365.98301
19990404 022920 1366.09145 1366.51007 1365.67284 1366.61270 1365.95216
19990404 032920 1366.12143 1366.54977 1365.69310 1366.65245 1365.97240
19990404 042920 1366.07639 1366.50283 1365.64995 1366.60556 1365.92924
19990404 052920 1366.04176 1366.48707 1365.59644 1366.58985 1365.87571
19990404 062920 1366.04619 1366.50557 1365.58682 1366.60839 1365.86607
19990404 072920 1366.00629 1366.46832 1365.54425 1366.57119 1365.82349
19990404 082920 1366.02367 1366.45845 1365.58889 1366.56138 1365.86811
19990404 092920 1366.01594 1366.44723 1365.58464 1366.55021 1365.86384
19990404 102920 1366.07316 1366.50413 1365.64219 1366.60716 1365.92138
19990404 112920 1366.07850 1366.49169 1365.66531 1366.59476 1365.94448
19990404 122920 1366.07263 1366.47413 1365.67114 1366.57726 1365.95028
19990404 132920 1366.12132 1366.48400 1365.75864 1366.58718 1366.03777
19990404 142920 1366.08118 1366.44718 1365.71518 1366.55041 1365.99429
19990404 152920 1366.11072 1366.45079 1365.77065 1366.55407 1366.04974
19990404 162920 1366.11076 1366.46568 1365.75584 1366.56902 1366.03491
19990404 172920 1366.10707 1366.47654 1365.73761 1366.57992 1366.01666
19990404 182920 1366.09552 1366.47289 1365.71815 1366.57633 1365.99718
19990404 192920 1366.07564 1366.47574 1365.67553 1366.57923 1365.95455
19990404 202920 1366.08310 1366.50149 1365.66471 1366.60503 1365.94370
19990404 212920 1366.06037 1366.48094 1365.63979 1366.58453 1365.91877
19990404 222920 1366.04278 1366.48888 1365.59668 1366.59253 1365.87564
19990404 232920 1366.05719 1366.50054 1365.61384 1366.60423 1365.89278
19990405 002920 1366.09076 1366.53766 1365.64386 1366.64141 1365.92278
19990405 012920 1366.08216 1366.50761 1365.65671 1366.61140 1365.93562
19990405 022920 1366.07248 1366.53071 1365.61424 1366.63455 1365.89314
19990405 032920 1366.09041 1366.54881 1365.63201 1366.65269 1365.91089
19990405 042920 1366.07848 1366.55542 1365.60154 1366.65935 1365.88041
19990405 052920 1366.05366 1366.53478 1365.57255 1366.63875 1365.85141
19990405 062920 1366.08612 1366.57403 1365.59821 1366.67805 1365.87706
19990405 072920 1366.08858 1366.57650 1365.60067 1366.68056 1365.87951
19990405 082920 1366.12461 1366.60110 1365.64812 1366.70521 1365.92694
19990405 092920 1366.10684 1366.58970 1365.62398 1366.69385 1365.90279
19990405 102920 1366.18190 1366.65235 1365.71144 1366.75655 1365.99024
19990405 112920 1366.19549 1366.65237 1365.73860 1366.75662 1366.01739
19990405 122920 1366.24792 1366.69943 1365.79641 1366.80371 1366.07519
19990405 132920 1366.20519 1366.65469 1365.75569 1366.75902 1366.03445
19990405 142920 1366.22465 1366.67305 1365.77625 1366.77743 1366.05501
19990405 152920 1366.22066 1366.65935 1365.78198 1366.76377 1366.06072
19990405 162920 1366.25952 1366.69336 1365.82569 1366.79783 1366.10442
19990405 172920 1366.24740 1366.69432 1365.80048 1366.79884 1366.07920
19990405 182920 1366.20722 1366.68547 1365.72898 1366.79003 1366.00768
19990405 192920 1366.17370 1366.67508 1365.67231 1366.77968 1365.95100
19990405 202920 1366.20734 1366.67699 1365.73770 1366.78163 1366.01638
19990405 212920 1366.16988 1366.70505 1365.63471 1366.80974 1365.91338
19990405 222920 1366.19836 1366.71134 1365.68539 1366.81608 1365.96404
19990405 232920 1366.22495 1366.72075 1365.72914 1366.82553 1366.00778
19990406 002920 1366.23342 1366.71741 1365.74944 1366.82224 1366.02807
19990406 012920 1366.26499 1366.72964 1365.80035 1366.83451 1366.07897
19990406 022920 1366.28116 1366.73505 1365.82727 1366.83996 1366.10588
19990406 032920 1366.28334 1366.74369 1365.82299 1366.84865 1366.10159
19990406 042920 1366.27154 1366.75914 1365.78394 1366.86414 1366.06253
19990406 052920 1366.27614 1366.73686 1365.81542 1366.84191 1366.09400
19990406 062920 1366.28933 1366.73049 1365.84817 1366.83558 1366.12674
19990406 072920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990406 082920 1366.29164 1366.75123  -99.00000 1366.85641  -99.00000
19990406 092920 1366.28689 1366.74648  -99.00000 1366.85170  -99.00000
19990406 102920 1366.29240 1366.75198  -99.00000 1366.85725  -99.00000
19990406 112920 1366.35592 1366.78926 1365.92257 1366.89457 1366.20108
19990406 122920 1366.37937 1366.80853 1365.95022 1366.91388 1366.22872
19990406 132920 1366.35188 1366.80732 1365.89644 1366.91272 1366.17493
19990406 142920 1366.35501 1366.81369 1365.89633 1366.91913 1366.17481
19990406 152920 1366.36688 1366.81919 1365.91457 1366.92467 1366.19303
19990406 162920 1366.39209 1366.82205 1365.96212 1366.92758 1366.24058
19990406 172920 1366.36503 1366.79446 1365.93561 1366.90003 1366.21406
19990406 182920 1366.36983 1366.80446 1365.93520 1366.91007 1366.21363
19990406 192920 1366.37581 1366.82513 1365.92649 1366.93078 1366.20492
19990406 202920 1366.31435 1366.81558 1365.81312 1366.92128 1366.09154
19990406 212920 1366.34882 1366.85349 1365.84414 1366.95924 1366.12255
19990406 222920 1366.33812 1366.83650 1365.83975 1366.94229 1366.11814
19990406 232920 1366.35551 1366.85736 1365.85366 1366.96319 1366.13204
19990407 002920 1366.33384 1366.82062 1365.84706 1366.92650 1366.12543
19990407 012920 1366.35960 1366.83189 1365.88731 1366.93780 1366.16567
19990407 022920 1366.38906 1366.84103 1365.93710 1366.94699 1366.21545
19990407 032920 1366.36580 1366.80182 1365.92979 1366.90782 1366.20813
19990407 042920 1366.39235 1366.82660 1365.95811 1366.93264 1366.23644
19990407 052920 1366.40199 1366.83308 1365.97090 1366.93917 1366.24922
19990407 062920 1366.43868 1366.86747 1366.00989 1366.97360 1366.28820
19990407 072920 1366.41740 1366.85065 1365.98415 1366.95682 1366.26245
19990407 082920 1366.39280 1366.83989 1365.94572 1366.94610 1366.22401
19990407 092920 1366.41757 1366.86915 1365.96598 1366.97541 1366.24426
19990407 102920 1366.37240 1366.81945 1365.92534 1366.92575 1366.20361
19990407 112920 1366.36086 1366.82178 1365.89994 1366.92812 1366.17820
19990407 122920 1366.34447 1366.83943 1365.84951 1366.94581 1366.12776
19990407 132920 1366.37103 1366.87144 1365.87062 1366.97787 1366.14886
19990407 142920 1366.38821 1366.85616 1365.92026 1366.96263 1366.19849
19990407 152920 1366.39960 1366.86362 1365.93559 1366.97013 1366.21381
19990407 162920 1366.40396 1366.86504 1365.94288 1366.97159 1366.22109
19990407 172920 1366.39966 1366.85374 1365.94558 1366.96034 1366.22378
19990407 182920 1366.37633 1366.83401 1365.91865 1366.94064 1366.19684
19990407 192920 1366.38201 1366.83736 1365.92665 1366.94404 1366.20483
